Size,Interval,CondNum,NoiseLevel,Iter,Rec_l1,Rec_l2,Time_ms,U_err,S_err,V_err
5x4,[0;10],4.66985,1e-10,100,2.84603e-18,9.02643e-19,19.6985,5.03916e-19,7.89311e-19,5.0641e-19

5x4,[0;10],4.66985,1e-05,1,1.48163e-08,4.51466e-09,0.2248,1.1504e-09,1.0758e-09,1.1526e-09
5x4,[0;10],4.66985,1e-05,5,3.71339e-18,1.10001e-18,0.9989,3.73334e-19,7.81829e-19,2.76833e-19
5x4,[0;10],4.66985,1e-05,10,3.11708e-18,9.25946e-19,1.9596,2.70016e-19,7.81829e-19,2.06092e-19
5x4,[0;10],4.66985,1e-05,20,1.97867e-18,5.69206e-19,3.9527,2.37884e-19,4.8487e-19,1.89372e-19
5x4,[0;10],4.66985,1e-05,30,3.1984e-18,9.06298e-19,5.8077,2.61293e-19,5.31148e-19,2.0033e-19
5x4,[0;10],4.66985,1e-05,50,1.97867e-18,6.17496e-19,9.5233,2.7313e-19,6.8571e-19,2.11914e-19
5x4,[0;10],4.66985,1e-05,100,3.37458e-18,9.5687e-19,23.2327,3.00482e-19,6.50521e-19,2.24947e-19

5x4,[0;100],134.437,1e-20,1,2.55872e-17,8.0143e-18,0.2024,4.84338e-18,1.04422e-17,4.81055e-19
5x4,[0;100],134.437,1e-20,5,2.25514e-17,7.89609e-18,0.985,6.49804e-18,7.20816e-18,5.23113e-19
5x4,[0;100],134.437,1e-20,10,2.23346e-17,6.2734e-18,1.9561,5.43529e-18,3.9578e-18,4.41274e-19
5x4,[0;100],134.437,1e-20,20,2.38524e-17,8.30247e-18,3.8956,3.56462e-18,8.01251e-18,5.61743e-19
5x4,[0;100],134.437,1e-20,30,2.21177e-17,7.62958e-18,5.9316,5.64445e-18,3.96892e-18,4.39976e-19
5x4,[0;100],134.437,1e-20,50,1.73472e-17,5.08536e-18,9.585,4.8004e-18,7.20816e-18,5.24801e-19
5x4,[0;100],134.437,1e-20,100,2.92735e-17,8.97468e-18,19.7272,4.74216e-18,3.535e-18,5.26537e-19

5x4,[0;100],134.437,1e-15,1,4.01155e-17,1.29325e-17,0.2095,6.38637e-18,8.5322e-18,4.86886e-19
5x4,[0;100],134.437,1e-15,5,2.21177e-17,6.21693e-18,0.9867,4.75378e-18,4.95689e-18,4.92109e-19
5x4,[0;100],134.437,1e-15,10,2.81893e-17,8.14235e-18,1.9544,4.8693e-18,7.17957e-18,5.31906e-19
5x4,[0;100],134.437,1e-15,20,3.1225e-17,8.9353e-18,3.9203,5.84708e-18,8.54532e-18,6.09996e-19
5x4,[0;100],134.437,1e-15,30,1.82146e-17,5.90666e-18,5.9797,5.82387e-18,3.9377e-18,4.23791e-19
5x4,[0;100],134.437,1e-15,50,2.23346e-17,5.74116e-18,9.7048,5.83713e-18,3.94246e-18,4.99202e-19
5x4,[0;100],134.437,1e-15,100,2.9924e-17,8.63559e-18,19.3108,5.83964e-18,7.78986e-18,5.10491e-19

5x4,[0;100],134.437,1e-10,1,5.63785e-17,1.49384e-17,0.4952,4.63565e-18,1.113e-17,3.65361e-19
5x4,[0;100],134.437,1e-10,5,2.25514e-17,6.87764e-18,1.7173,5.46232e-18,7.23014e-18,4.47363e-19
